id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
ast_s7,Cosmic Resonance,Astromancers,Spell,,Common,3,,,,SCRY (4). Draw 2 cards.,Arrange FOUR. Draw TWO. Your deck just became a loaded weapon with a hair trigger.,True,CORE,
ast_m9,Starfall Sentinel,Astromancers,Minion,,Common,3,3,2,"SWIFT, SCRY",SWIFT. SCRY (1).,Hits first. Peeks second. Leaves third. A cosmic hit-and-run artist.,True,CORE,
ast_m10,Fate Weaver,Astromancers,Minion,,Common,4,3,5,DEPLOY,DEPLOY: SCRY (3). Draw the top card. It costs (2) less this turn.,Sees your best card. Yoinks it. Slaps a discount sticker on it. Absolute legend.,True,CORE,
ast_m11,Celestial Observer,Astromancers,Minion,,Common,4,4,3,,"Whenever you draw a card, deal 1 damage to a random enemy.",Draws hurt. Being watched by this thing hurts MORE. Every card is a tiny psychic bullet.,True,CORE,
ast_s8,Star Storm,Astromancers,Spell,,Common,4,,,,Deal 4 damage. SCRY (3).,Four damage NOW. Three perfectly arranged cards for LATER. The present AND future hate your opponent.,True,CORE,
ast_s9,Divination,Astromancers,Spell,,Common,4,,,,Look at the top 5 cards of your deck. Draw 2 of them. Put the rest back in any order.,Choose your destiny. From five options. Like a cosmic buffet but everything's a weapon.,True,CORE,
ast_m12,Astral Titan,Astromancers,Minion,,Common,5,5,5,"SCRY, DEPLOY",SCRY (3). DEPLOY: Draw the top 2 cards of your deck.,Arranges three. Draws two. Asks for nothing. The math checks out gloriously.,True,CORE,
ast_s10,Cosmic Bombardment,Astromancers,Spell,,Common,5,,,,Deal 2 damage to all enemies. Draw a card for each enemy minion damaged.,Hurts them. Rewards you. Somehow this is fair because the stars said so.,True,CORE,
ast_m13,Void Telescope,Astromancers,Minion,,Common,5,3,4,DEPLOY,DEPLOY: Look at your opponent's hand. SCRY (5).,Sees THEIR cards. Arranges YOURS. That's not cheating. That's astronomy.,True,CORE,
ast_s11,Knowledge is Power,Astromancers,Spell,,Common,5,,,,Draw cards until you have 8 in hand.,Hand empty? Full refill. Hand almost full? Still draws one. Never disappointed. Never empty.,True,CORE,
ast_m14,Galaxy Drifter,Astromancers,Minion,,Common,6,6,6,DEPLOY,DEPLOY: Draw 3 cards. SCRY (3).,Six stats. Six cards touched. Six reasons your opponent just sighed out loud.,True,CORE,
ast_s12,Starfire,Astromancers,Spell,,Common,6,,,,Deal damage equal to the number of cards in your hand.,"Full hand? Full damage. Draw more, hit harder. The nerds were right all along.",True,CORE,
ast_m15,Celestial Arbiter,Astromancers,Minion,,Common,7,7,7,DEPLOY,DEPLOY: Draw 2 cards. Your cards cost (1) less until end of turn.,Draws AND discounts. The cosmic equivalent of a Black Friday doorbuster.,True,CORE,
ast_s13,Cosmic Alignment,Astromancers,Spell,,Common,7,,,,SCRY (10). Draw 3 cards. They cost (3) less.,See the ENTIRE future. Cherry-pick the best timeline. Discount it. This is why people fear astronomers.,True,CORE,
ast_m16,Astral Familiar,Astromancers,Minion,,Common,2,1,2,,"Whenever you SCRY, gain +1/+1.",Gets bigger every time you peek at destiny. Curiosity didn't kill this cat. It made it a 9/10.,True,CORE,
ast_st1,Observatory,Astromancers,Structure,,Common,3,,,,Start of Turn: SCRY (2).,Free future-peeking. Every. Single. Turn. It's like having a subscription to tomorrow.,True,CORE,
ast_s14,Fated Draw,Astromancers,Spell,,Rare,2,,,,"SCRY (5). Draw the top card. If it's a Legendary, it costs (0).","Arrange five. Draw one. If you hit a Legendary? It's FREE, baby. Destiny rewards the bold.",True,CORE,
ast_m17,Oracle of Celestara,Astromancers,Minion,,Rare,4,3,5,,"Whenever you SCRY, draw a card.",Every peek at the future comes with a present. Literally. She wraps them and everything.,True,CORE,
ast_m18,Cosmic Librarian,Astromancers,Minion,,Rare,3,2,4,,Your card draw effects draw 1 additional card.,Overdue fees: zero. Bonus cards: unlimited. She's been banned from four dimensions for being too generous.,True,CORE,
ast_st2,Stellar Nexus,Astromancers,Structure,,Rare,4,,,,"Whenever you draw a card, SCRY (1). Cards drawn by SCRY effects cost (1) less.","Draw triggers SCRY. SCRY triggers draw. It's not a loop, it's a LIFESTYLE.",True,CORE,
ast_s15,Constellation Strike,Astromancers,Spell,,Rare,5,,,,Deal 1 damage to a random enemy for each card you've drawn this turn. SCRY (3).,Drew seven cards? That's seven damage. Knowledge IS power. LITERALLY.,True,CORE,
ast_s16,Mind Palace,Astromancers,Spell,,Rare,5,,,,Draw 4 cards. Put 2 back on top of your deck in any order.,Take four. Return two. Your brain is a warehouse and it just got a new shipment.,True,CORE,
ast_m19,Galactic Sage,Astromancers,Minion,,Rare,5,4,4,DEPLOY,DEPLOY: SCRY (5). You may play the top card of your deck for free.,Peeks at five. Plays one. Doesn't pay. She's been dodging cosmic invoices for centuries.,True,CORE,
ast_m20,Fatespinner,Astromancers,Minion,,Rare,3,2,3,,"Whenever you draw a card, add a random Astromancer spell to your hand. It costs (1).",Draws cards. Makes spells. Spells draw cards. She hasn't slept in four star-cycles and she's THRIVING.,True,CORE,
ast_s17,Cosmic Overflow,Astromancers,Spell,,Rare,6,,,,"Draw 5 cards. For each card drawn that exceeds your hand limit, deal 3 damage to the enemy Hero.",Hand overstuffed? The excess becomes PAIN. Your opponent's pain. Your joy. Same thing.,True,CORE,
ast_s18,Dimensional Echo,Astromancers,Spell,,Rare,4,,,,The next card you draw this turn is copied 3 times.,Draw one. Get four. It's not cheating if the universe does it for you.,True,CORE,
ast_m21,Star Architect,Astromancers,Minion,,Rare,6,5,5,DEPLOY,DEPLOY: Rearrange the top 8 cards of your deck. Draw 2.,Doesn't just see the future. BUILDS it. With blueprints. And very dramatic hand gestures.,True,CORE,
ast_s19,Nebula Collapse,Astromancers,Spell,,Rare,5,,,,Destroy an enemy minion. Draw cards equal to its Attack. (Max 5.),Kill it. Study the corpse. Draw EVERYTHING it knew. Morbid? Yes. Effective? Extremely.,True,CORE,
ast_m22,Stellar Beacon,Astromancers,Minion,,Rare,4,3,4,"BARRIER, DEPLOY",BARRIER. DEPLOY: SCRY (4). Put any number of them on the bottom of your deck.,Finds the good stuff. Buries the garbage. Marie Kondo of the cosmos.,True,CORE,
ast_s20,Cosmic Cascade,Astromancers,Spell,,Rare,6,,,,"Draw a card. If it costs (3) or less, cast this again. (Repeatable.)",Draw. Cheap? Draw AGAIN. Keeps going until you hit something expensive. It's a slot machine made of stars.,True,CORE,
ast_st3,Astral Sanctum,Astromancers,Structure,,Rare,5,,,,Your SCRY effects look at 2 additional cards. Cards you draw cost (1) less.,See further. Pay less. The Astromancer dream. Also there's a snack bar.,True,CORE,
ast_m23,Starchild Prodigy,Astromancers,Minion,,Rare,2,1,3,,"After you draw 3 cards in a single turn, gain +3/+3 and BARRIER.",She's two star-cycles old and already smarter than the entire faculty. They're furious.,True,CORE,
ast_s21,Graviton Surge,Astromancers,Spell,,Rare,3,,,,Draw 2 cards. They cost (2) less this turn.,Two cards. Two discounts. The universe is running a promotion and you're first in line.,True,CORE,
ast_m24,Comet Rider,Astromancers,Minion,,Rare,4,4,3,"SWIFT, DEPLOY","SWIFT. DEPLOY: SCRY (3). If the top card costs (2) or less, draw it.",Rides comets. Surfs stardust. Draws cheap cards at terminal velocity. Radical.,True,CORE,
ast_m25,Rift Scavenger,Astromancers,Minion,,Rare,3,3,2,DEPLOY,DEPLOY: Draw a card from the BOTTOM of your deck. SCRY (2).,Everyone looks at the top. She digs from the bottom. Contrarian? Genius? Both.,True,CORE,
ast_s22,Thought Supernova,Astromancers,Spell,,Rare,7,,,,Draw 3 cards. Deal 2 damage to all enemies for each spell in your hand.,Draws fuel. Counts spells. Unleashes apocalyptic scholarship.,True,CORE,
ast_s23,DÉJÀ VU,Astromancers,Spell,,Epic,2,,,,Draw a card. Cast a copy of the last spell you played this turn.,Didn't you just cast that? Yes. And you're about to do it AGAIN. And it's still free. You're welcome.,True,CORE,
ast_m26,PARADOX SCHOLAR,Astromancers,Minion,,Epic,3,2,5,,"Whenever you SCRY, set the top card's cost to (0). Whenever you draw a card, SCRY (1).",She breaks every rule of cosmic economics simultaneously. The Dean of Celestara has given up writing her citations.,True,CORE,
ast_st4,SINGULARITY ENGINE,Astromancers,Structure,,Epic,5,,,,"Whenever you draw a card, deal 2 damage to a random enemy. At the end of your turn, draw a card for each enemy that died this turn.",Draws kill. Kills draw. It's a perpetual motion machine fueled by violence and curiosity.,True,CORE,
ast_s24,CHRONO-STACKED DECK,Astromancers,Spell,,Epic,4,,,,Look at the top 8 cards of your deck. Play up to 2 of them for free. Shuffle the rest back.,Eight possibilities. Two freebies. The other six go back to the future where they'll be someone else's problem.,True,CORE,
ast_m27,MINDSTORM AVATAR,Astromancers,Minion,Elemental,Epic,6,0,8,GUARDIAN,"GUARDIAN. Attack equals the number of cards in your hand. Whenever you draw a card, gain +0/+1.",Hits as hard as you're holding. Grows every time you draw. Full hand = full send. Empty hand = she takes a nap.,True,CORE,
ast_m28,CELESTIAL ORACLE,Astromancers,Minion,,Legendary,8,6,8,"DEPLOY, SCRY","DEPLOY: SCRY (5). Whenever you draw a card, play the top card of your deck for free if it costs (4) or less.",Sees everything. Plays everything. Pays for NOTHING. She filed taxes once. The IRS imploded.,True,CORE,
ast_m29,ORACLE STELLARA,Astromancers,Minion,,Legendary,9,7,7,DEPLOY,"DEPLOY: For the rest of the game, draw 2 cards per turn instead of 1. Your SCRY effects look at 3 additional cards. Whenever you draw a card, it costs (1) less.",She doesn't predict the future. She SUBSCRIBES to it. Premium tier. No ads. Unlimited cosmic content.,True,CORE,
ast_m30,THE BOOK OF INFINITY,Astromancers,Minion,,Legendary,8,0,12,,"Can't attack. Start of Turn: SCRY (5). Draw 3 cards. End of Turn: If you drew 5+ cards this turn, cast a random spell from your deck for free.",It contains every card ever printed. It's READING THEM. Out loud. To your opponents. They hate it.,True,CORE,
ast_m31,ASTRAL ANARCHIST,Astromancers,Minion,,Legendary,4,3,3,DEPLOY,DEPLOY: Both players draw 5 cards. Your cards cost (2) less. Your opponent's cost (2) more.,Shares knowledge freely. Shares COSTS less freely. The galaxy's most generous saboteur.,True,CORE,
ast_s25,THE GRAND DESIGN,Astromancers,Spell,,Legendary,10,,,,"SCRY (15). Draw 5 cards. They cost (0) this turn. For the rest of the game, you draw an extra card per turn.",See everything. Take everything. Pay nothing. This is what happens when an astronomer reaches enlightenment.,True,CORE,
