id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
phc_m13,Phantom Duelist,PhantomCorsairs,Minion,Pirate,Common,5,5,4,"PHASE, SWIFT",PHASE. SWIFT.,Fights you. You can't fight back. You can't target it. You can barely SEE it. Space pirate honor code: there ISN'T one.,True,CORE,
phc_m14,Ghost Fleet Raider,PhantomCorsairs,Minion,Pirate,Common,5,4,5,DEPLOY,DEPLOY: Add 3 random cards from your opponent's class to your hand. They cost (2) less.,Loots first. Asks questions to the wreckage. Three cards stolen. Three discounts applied. Three reasons to concede.,True,CORE,
phc_s9,Identity Theft,PhantomCorsairs,Spell,,Common,5,,,,Discover a copy of a card in your opponent's hand. It costs (0).,I'll be you today. But BETTER. And FREE. The Corsairs don't just steal your stuff. They steal your IDENTITY.,True,CORE,
phc_s10,Boarding Party,PhantomCorsairs,Spell,,Common,5,,,,Summon three 2/2 Corsair Ghosts with PHASE.,Three spectral pirates materialize on your board. Can't be targeted. Can't be bargained with. CAN be annoying.,True,CORE,
phc_m15,Phantom Dreadnought,PhantomCorsairs,Minion,Pirate,Common,6,6,5,"PHASE, CLOAK",PHASE. CLOAK. (Fully untargetable until it attacks.),You can't see it. You can't target it. You CAN hear the ghost cannons loading. That's all you get.,True,CORE,
phc_s11,Grand Heist,PhantomCorsairs,Spell,,Common,6,,,,Copy your opponent's entire hand. Copies cost (2) more.,Their hand is now YOUR hand. Their strategy is now YOUR strategy. But more expensive. Piracy has overhead.,True,CORE,
phc_m16,Ghost Galleon,PhantomCorsairs,Minion,Pirate,Common,7,7,6,"PHASE, DEPLOY",PHASE. DEPLOY: Summon two 3/3 Phantom Pirates with CLOAK.,A ghost ship crewed by ghost pirates. Obviously. They've been dead for centuries. They've never been more productive.,True,CORE,
phc_s12,Mutiny,PhantomCorsairs,Spell,,Common,7,,,,Take control of an enemy minion with the highest Attack. It gains PHASE.,Your best minion works for us now. AND you can't target it to take it back. The Corsairs call this 'recruitment.',True,CORE,
phc_st1,Smuggler's Cache,PhantomCorsairs,Structure,,Common,2,,,,"Whenever you play a stolen card, draw a card.","Every stolen card comes with a free bonus card. Pirate loyalty rewards program. Infinite plundering, infinite draws.",True,CORE,
phc_m17,Pocket Thief,PhantomCorsairs,Minion,Pirate,Common,2,1,3,DEPLOY,DEPLOY: Add a random card from your opponent's class to your hand. It costs (1) less.,Five-finger discount. In SPACE. Across DIMENSIONS. She pickpockets through the fabric of reality.,True,CORE,
phc_m18,First Mate Phantom,PhantomCorsairs,Minion,Pirate,Rare,3,3,4,PHASE,"PHASE. Whenever you play a stolen card, gain +2/+1.",Fueled by theft. Literally. Every stolen card pumps him. Play five stolen cards and he's a 13/9 you CAN'T TARGET.,True,CORE,
phc_s13,Ghostly Sabotage,PhantomCorsairs,Spell,,Rare,3,,,,Destroy an enemy Structure. Add a copy of it to your hand. It costs (0).,Nice structure you had there. HAD. Past tense. It's ours now. And it's FREE. The Corsairs are efficient thieves.,True,CORE,
phc_m19,Spectral Assassin,PhantomCorsairs,Minion,Pirate,Rare,4,5,2,"CLOAK, LETHAL",CLOAK. LETHAL.,The last thing you never see. One touch kills anything. And you can't target it before it strikes. Sleep well.,True,CORE,
phc_st2,Contraband Market,PhantomCorsairs,Structure,,Rare,4,,,,"Stolen cards in your hand cost (2) less. Whenever you play a stolen card, add a random card from your opponent's class to your hand.",Black market: open for business. Everything's discounted. Everything stolen generates MORE stolen goods. Self-sustaining piracy.,True,CORE,
phc_s14,Phantom Swap,PhantomCorsairs,Spell,,Rare,3,,,,Swap a friendly minion with a random enemy minion. Your swapped minion gains PHASE.,Theirs is yours. Yours is theirs. But yours has PHASE so they can't even use removal on it. Pirate fairness.,True,CORE,
phc_s15,Corsair Ambush,PhantomCorsairs,Spell,,Rare,5,,,,Summon three 3/2 Phantom Pirates with CLOAK and SWIFT.,Three ghosts walk into your board. This isn't a joke. They hit for 9 damage the turn they decloak. THAT'S the punchline.,True,CORE,
phc_m20,Ethereal Smuggler,PhantomCorsairs,Minion,Pirate,Rare,4,4,3,"PHASE, DEPLOY",PHASE. DEPLOY: Copy the top card of your opponent's deck. It costs (0) and has ECHO.,Steals it. Plays it TWICE. Because stealing it once wasn't insulting enough. PHASE so you can't even retaliate.,True,CORE,
phc_s16,Haunt,PhantomCorsairs,Spell,,Rare,3,,,,Give an enemy minion -3/-1. Give a friendly Pirate +3/+1.,Drains their power. Fills yours. Hauntingly efficient. Zero-sum ghostonomics.,True,CORE,
phc_s17,Wraithship Bombardment,PhantomCorsairs,Spell,,Rare,6,,,,Deal 2 damage to all enemies for each PHASE minion you control.,Ghost ships have ghost cannons. Ghost cannons do REAL damage. Three PHASE minions? Six to everything. They can't hit back.,True,CORE,
phc_m21,Fence,PhantomCorsairs,Minion,Pirate,Rare,5,4,4,DEPLOY,DEPLOY: Transform all stolen cards in your hand into Legendaries from your opponent's class.,Upgrades your stolen goods to PREMIUM stolen goods. Three stolen commons become three stolen LEGENDARIES. The Fence knows people.,True,CORE,
phc_st3,Void Anchor,PhantomCorsairs,Structure,,Rare,4,,,,"Your PHASE minions have +2 Attack. Whenever a PHASE minion attacks, give it CLOAK at end of turn.",Attacks. Vanishes. Reappears. Attacks. Vanishes. The ghost protocol: never stay visible. Never stop stabbing.,True,CORE,
phc_m22,Ghostly Crew,PhantomCorsairs,Minion,Pirate,Rare,6,4,4,DEPLOY,DEPLOY: Summon a copy of each PHASE minion on your board.,Double the ghosts. Double the trouble. Three PHASE minions? Now SIX. Can't target ANY of them.,True,CORE,
phc_s18,Plunderstorm,PhantomCorsairs,Spell,,Rare,5,,,,Steal a random card from your opponent's hand for each Pirate you control.,Four pirates? Four stolen cards. They're not just in your hand — they're GONE from your opponent's. Actual theft.,True,CORE,
phc_m23,Phase Stalker,PhantomCorsairs,Minion,Pirate,Rare,5,5,3,PHASE,"PHASE. Whenever this attacks, steal a random card from your opponent's hand.",Hits you AND robs you. Every single attack. Can't target it. Can't stop the bleeding. Welcome to piracy.,True,CORE,
phc_st4,Netherstorm Portal,PhantomCorsairs,Structure,,Rare,5,,,,Start of Turn: Add a random card from your opponent's class to your hand. It costs (0).,Free daily delivery of someone else's cards. The portal doesn't close. The stolen goods don't stop. Passive income piracy.,True,CORE,
phc_s19,Treasure Map,PhantomCorsairs,Spell,,Rare,2,,,,"SCRY (3). Draw 2 cards. If either is a Pirate, it costs (2) less.",X marks the spot. The spot is in your deck. The treasure is cheap pirates. ARRR.,True,CORE,
phc_s20,Ghostfire Cannon,PhantomCorsairs,Spell,,Rare,4,,,,"Deal 3 damage. If you played a stolen card this turn, deal 3 damage again to a random enemy.",Fires once. Stole something today? Fires AGAIN. Piracy makes everything hit harder. Even cannons.,True,CORE,
phc_m24,Spectral Boarders,PhantomCorsairs,Minion,Pirate,Rare,3,2,2,"CLOAK, DEPLOY",CLOAK. DEPLOY: Steal a random spell from your opponent's hand.,Boards your deck. Takes a spell. Hides. Uses it against you later. This is what pirates DO.,True,CORE,
phc_s21,Dead Man's Hand,PhantomCorsairs,Spell,,Rare,3,,,,Return all Pirates that died this turn to your hand. They cost (2) less.,Killed our crew? They're back. Cheaper. Angrier. You can't kill what's already dead. You just make it MAD.,True,CORE,
phc_m25,Loot Hoarder,PhantomCorsairs,Minion,Pirate,Rare,4,3,5,,Gains +1/+1 for each stolen card you've played this game.,Counts every stolen card. Grows from every heist. By late game it's a 10/12 monument to grand larceny.,True,CORE,
phc_m26,SPECTRAL FLAGSHIP,PhantomCorsairs,Minion,Pirate,Epic,7,5,7,PHASE,"PHASE. Your other Pirates have +2/+2 and PHASE. At end of turn, summon a 3/3 Phantom Pirate with CLOAK.",The flagship that can't be hit. Crewed by pirates that can't be hit. Firing cannons that DEFINITELY hit. Every turn it recruits another ghost. The fleet grows. The fleet is INVISIBLE. Your opponent can see the damage but not where it's coming from.,True,CORE,
phc_s22,THE GREAT TRAIN ROBBERY,PhantomCorsairs,Spell,,Epic,4,,,,"Steal the top 3 cards of your opponent's deck. They cost (0) this turn. If any are spells, cast them immediately with random targets.",Three cards ripped straight from their future. Spells fire on arrival. Minions are free. The Corsairs don't just steal what you HAVE. They steal what you WERE GOING TO have. Temporal piracy.,True,CORE,
phc_m27,GHOST IN THE MACHINE,PhantomCorsairs,Minion,Pirate,Epic,3,2,3,"PHASE, DEPLOY","PHASE. DEPLOY: For the rest of the game, whenever your opponent draws a card, add a copy to your hand. It costs (2) more.",Every. Card. They. Draw. You get a copy. EVERY one. For the REST of the game. They draw their win condition? You have it too. They draw removal? You ALSO have removal. The Ghost sees everything. The Ghost TAKES everything.,True,CORE,
phc_s23,PHANTOM ARMADA,PhantomCorsairs,Spell,,Epic,6,,,,Summon a 3/3 Phantom Pirate with PHASE for each card you've stolen this game. (Max 7.),Stole five cards? Five 3/3 PHASE pirates. Can't target ANY of them. Stole seven? SEVEN ghosts. Board full of untargetable 3/3s. Your opponent needs AoE. Your opponent needs THERAPY.,True,CORE,
phc_s24,DIMENSIONAL HEIST,PhantomCorsairs,Spell,,Epic,8,,,,Copy your opponent's ENTIRE deck and shuffle copies into yours. Those copies cost (1) less. Draw 3 cards.,Their deck is now YOUR deck. Every card. Every combo. Every win condition. Except YOUR copies are cheaper. You didn't just steal their hand. You stole their WHOLE GAME PLAN. And drew three cards. Because pirates.,True,CORE,
phc_m28,CAPTAIN SHADOWVANE,PhantomCorsairs,Minion,Pirate,Legendary,8,7,6,"PHASE, DEPLOY","PHASE. DEPLOY: Steal 3 cards from your opponent's hand. They cost (0). For the rest of the game, whenever you play a stolen card, deal 2 damage to the enemy Hero.",He doesn't plunder ships. He plunders DIMENSIONS. Three cards ripped from their hand. Free. And every stolen card you play from now on is also a Face burn. He's a 7/6 you can't target. The heist never stops.,True,CORE,
phc_m29,THE NETHERSTORM,PhantomCorsairs,Minion,,Legendary,9,0,12,PHASE,"PHASE. Can't attack. Start of Turn: Steal a random card from your opponent's hand, deck, and discard pile. They all cost (0). End of Turn: Summon a 4/4 Phantom Corsair with PHASE.",It's not a ship. It's not a storm. It's the END of your opponent's game plan. Three free stolen cards every turn. A 4/4 PHASE pirate every turn. It can't attack. It doesn't NEED to. It just sits there and dismantles your opponent's ENTIRE existence.,True,CORE,
phc_m30,PHANTOM ADMIRAL WRAITH,PhantomCorsairs,Minion,Pirate,Legendary,7,6,6,"PHASE, DEPLOY","PHASE. DEPLOY: Give ALL friendly Pirates PHASE. Whenever you play a stolen card, summon a 3/3 Phantom Pirate with PHASE.","The Admiral arrives. Every pirate goes invisible. Every stolen card recruits another ghost. She commands a fleet you can't see, can't target, and can't stop growing.",True,CORE,
phc_m31,JACK 'DEAD HAND' MORROW,PhantomCorsairs,Minion,Pirate,Legendary,4,3,3,"CLOAK, SWIFT, DEPLOY","CLOAK. SWIFT. DEPLOY: Steal a random card from your opponent's hand. Whenever Jack attacks, steal another and Jack gains CLOAK.",Hits. Steals. Vanishes. Every attack re-cloaks him. Every decloak steals ANOTHER card. He's a 4-cost 3/3 that can't be stopped because he keeps DISAPPEARING. The Corsairs' best pickpocket. Their worst-kept secret.,True,CORE,
phc_s25,THE GHOST TIDE,PhantomCorsairs,Spell,,Legendary,10,,,,Steal your opponent's entire hand. Replace their hand with 5 Cursed Coins (0-cost spells that deal 2 damage to THEIR Hero when played). Summon a 5/5 Phantom Corsair with PHASE for each card stolen.,Their hand: gone. Replaced with self-damage. Your board: full of untargetable ghosts. The Ghost Tide doesn't rob you. It REPLACES you. Every card they draw next turn might be a Cursed Coin. The Corsairs don't win fights. They make fighting IMPOSSIBLE.,True,CORE,
