id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
chrono_chrono_guard,Chrono Guard,Chronobound,Minion,,Common,3,2,5,"Lethal, Double Strike",GUARDIAN.,One wall. Then ANOTHER wall. Same wall. Twice.,True,CORE,
chrono_temporal_slash,Temporal Slash,Chronobound,Spell,,Common,3,,,Lethal,Deal 2 damage,Cut once. Cut twice. Same spell. Double the ouch.,True,CORE,
chrono_rewrite_history,Rewrite History,Chronobound,Spell,,Common,3,,,,Return ALL friendly minions to your hand. They cost (1) less. Draw a card,Undo everything. Redo it BETTER.,True,CORE,
chrono_aging_curse,Aging Curse,Chronobound,Spell,,Common,3,,,,Deal 2 damage,A thousand years in one second. Not the fun kind.,True,CORE,
chrono_moment_thief,Moment Thief,Chronobound,Minion,,Common,3,3,3,"Lethal, Blitz, Deploy",Deal 1 damage,Steals your moment. Also your next turn.,True,CORE,
chrono_temporal_enforcer,Temporal Enforcer,Chronobound,Minion,,Common,4,4,5,Double Strike,LETHAL.,A 4/4. Then ANOTHER 4/4. On the same turn. Rude? Yes. Effective? VERY.,True,CORE,
chrono_time_warp_bolt,Time Warp Bolt,Chronobound,Spell,,Common,4,,,Lethal,Deal 3 damage,Three damage now. Three damage again. Six total. Time is efficient.,True,CORE,
chrono_d_j_vu,Déjà Vu,Chronobound,Spell,,Common,4,,,,Draw a card,Didn't I just see this card? Yes. You did. And you'll love it AGAIN.,True,CORE,
chrono_chronosmith,Chronosmith,Chronobound,Minion,,Common,4,3,5,Deploy,"Whenever you play an card, gain +2/+1",Echoes make it stronger. Double echoes make it TERRIFYING.,True,CORE,
chrono_temporal_juggernaut,Temporal Juggernaut,Chronobound,Minion,,Common,5,5,6,"Double Strike, Deploy",Deal 2 damage to a random enemy,Five mana. 5/5. Then ANOTHER 5/5. Ten mana well spent.,True,CORE,
chrono_sands_of_time,Sands of Time,Chronobound,Spell,,Common,5,,,,Freeze all enemy minions. Draw a card for each frozen minion,Time stops for them. Cards flow for you.,True,CORE,
chrono_loop_agent,Loop Agent,Chronobound,Minion,,Common,5,4,4,"Lethal, Deploy",Return a friendly minion to your hand. Replay it immediately for (0),Picks it up. Puts it back. DEPLOY triggers again.,True,CORE,
chrono_temporal_rift,Temporal Rift,Chronobound,Spell,,Common,5,,,,Return all enemy minions to your opponent's hand. They cost (2) more,Go back where you came from. And pay more rent.,True,CORE,
chrono_epoch_knight,Epoch Knight,Chronobound,Minion,,Common,6,6,7,"Lethal, Barrier",SWIFT,Two 6/6s with SWIFT on turn 10. That's the kind of timeline we want.,True,CORE,
chrono_time_collapse,Time Collapse,Chronobound,Spell,,Common,6,,,,Return a friendly minion to your hand,Board reset. But YOU get a head start on rebuilding.,True,CORE,
chrono_chronos_titan,Chronos Titan,Chronobound,Minion,,Common,7,7,8,"Lethal, Barrier, Deploy",Deal 7 damage to a random enemy,Plays itself. Discounts echoes. Plays THOSE. It's a TIME PARTY.,True,CORE,
chrono_eternity_storm,Eternity Storm,Chronobound,Spell,,Common,7,,,,Deal 5 damage to all enemies. Cast this again at the start of your next turn,Happens now. Happens AGAIN next turn. No escape from time.,True,CORE,
chrono_hourglass,Hourglass,Chronobound,Structure,,Common,2,,,Deploy,Deal 2 damage to a random enemy,Tick tock. Tick DISCOUNT.,True,CORE,
chrono_temporal_echo,Temporal Echo,Chronobound,Minion,,Common,2,2,2,"Double Strike, Drain, Deploy",Draw a card,Dies. Comes back. Play it again. Dies. Comes back. FOREVER.,True,CORE,
chrono_time_loop,Time Loop,Chronobound,Spell,,Rare,3,,,,Draw a card,Your best spell. Free. Twice. Three times if you count the original.,True,CORE,
chrono_chronomancer,Chronomancer,Chronobound,Minion,,Rare,4,3,6,Deploy,Draw a card,Once is nice. Twice is fun. THRICE is CHRONOMANCY.,True,CORE,
chrono_temporal_ambush,Temporal Ambush,Chronobound,Spell,,Rare,3,,,Drain,Summon a 3/2 Time Assassin with SWIFT,Assassin from the future. Then ANOTHER assassin from the future.,True,CORE,
chrono_clockwork_tower,Clockwork Tower,Chronobound,Structure,,Rare,4,1,1,Deploy,Give a minion +1/+1,Goes home. Gets cheaper. Gets bigger. Comes back. Repeat.,True,CORE,
chrono_paradox_engine,Paradox Engine,Chronobound,Minion,Mech,Rare,5,3,6,Deploy,"Whenever you play an card, summon a 2/2 Temporal Clone",Echoes make clones. Clones make echoes. Nobody knows which is the original.,True,CORE,
chrono_reverse_polarity,Reverse Polarity,Chronobound,Spell,,Rare,4,,,,Swap the Attack and Health of all minions on the board,Your 1/8? Now an 8/1. Their 8/1? Now a 1/8. Time is WILD.,True,CORE,
chrono_temporal_duelist,Temporal Duelist,Chronobound,Minion,,Rare,5,5,5,"Double Strike, Barrier",SWIFT,Two 5/4s with SWIFT. On one turn. Opponent's face: priceless.,True,CORE,
chrono_groundhog_day,Groundhog Day,Chronobound,Spell,,Rare,4,,,,Replay all effects of friendly minions on the board,Every minion re-enters the battlefield. Their DEPLOY effects? All. Over. Again.,True,CORE,
chrono_temporal_feedback,Temporal Feedback,Chronobound,Spell,,Rare,5,,,,Deal damage to an enemy minion equal to its cost.,Costs a lot? Dies a lot. Twice.,True,CORE,
chrono_infinity_loop,Infinity Loop,Chronobound,Minion,,Rare,3,2,4,"Drain, Deploy",Draw a card,Echoes chain into free echoes. Free echoes chain into VICTORY.,True,CORE,
chrono_epoch_recall,Epoch Recall,Chronobound,Spell,,Rare,6,,,,Return all friendly minions that died this game to your hand. They cost (2) less,Every fallen ally. Back in hand. Cheaper. Angrier.,True,CORE,
chrono_time_heist,Time Heist,Chronobound,Spell,,Rare,5,,,,Take an extra turn after this one. You only draw 1 card and start with 3 less Crystals,EXTRA TURN. But on a budget.,True,CORE,
chrono_recursive_sentry,Recursive Sentry,Chronobound,Minion,,Rare,4,3,5,"Drain, Deploy",Return a friendly minion to your hand,Keeps coming back. Keeps getting cheaper. Keeps BLOCKING.,True,CORE,
chrono_temporal_overcharge,Temporal Overcharge,Chronobound,Spell,,Rare,6,,,,Deal 4 damage to all enemy minions,EVERYTHING plays twice. EVERYTHING. Even THIS.,True,CORE,
chrono_chrono_vault,Chrono Vault,Chronobound,Structure,,Rare,5,1,1,Deploy,Give a minion +1/+1,Bounce house of infinite value. Everything gets better.,True,CORE,
chrono_timeshapers_masterpiece,TIMESHAPER'S MASTERPIECE,Chronobound,Minion,,Epic,8,7,8,"Drain, Double Strike, Deploy",Deal 8 damage to a random enemy,Every card. Echoes. EVERY. CARD.,True,CORE,
chrono_time_stop,Time Stop,Chronobound,Spell,,Epic,9,,,,Deal 5 damage to all enemy minions,No discount. No drawback. Just... another turn. ALL of it.,True,CORE,
chrono_recursion_matrix,Recursion Matrix,Chronobound,Minion,,Epic,7,4,7,Deploy,Draw a card,Bounce a minion. Keep a copy. The original is in your hand AND on the board.,True,CORE,
chrono_timeshaper_chronus,TIMESHAPER CHRONUS,Chronobound,Minion,,Legendary,9,6,9,"Drain, Deploy",Deal 9 damage to a random enemy,He doesn't bend time. He BROKE time. And he's NOT sorry.,True,CORE,
chrono_the_eternity_engine,THE ETERNITY ENGINE,Chronobound,Minion,Mech,Legendary,8,0,16,Deploy,Give a minion +2/+2,Everything leaves. Everything comes back. Everything is STRONGER. Every. Single. Turn.,True,CORE,
