id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
bio_m7,Stalkfiend,Biotitans,Minion,Beast,Common,3,3,4,SWIFT,SWIFT.,"Hunts first. Thinks never. Six legs, four eyes, zero hesitation. Peak predatory design.",True,CORE,
bio_m8,Protoplasm,Biotitans,Minion,Beast,Common,3,2,2,"ADAPT, ADAPT",ADAPT. ADAPT. (Choose 2 bonuses.),"Still deciding what species it wants to be. But whatever it picks, it picks TWICE. Indecisive AND lethal.",True,CORE,
bio_m9,Shellguard Brute,Biotitans,Minion,Beast,Common,3,2,5,GUARDIAN,GUARDIAN.,Nothing gets past the carapace. NOTHING. Not plasma. Not claws. Not your opponent's hopes.,True,CORE,
bio_s5,Predator Stimulant,Biotitans,Spell,,Common,3,,,,Give a minion +3 Attack and SWIFT. Draw a card if it's a Beast.,Inject. Mutate. Hunt. Biotitan field medicine is just 'more adrenaline' in a bigger syringe.,True,CORE,
bio_s6,Mycorrhizal Web,Biotitans,Spell,,Common,3,,,,"Give all friendly minions +1/+1. If you control 3+ minions, give +2/+2 instead.",The fungal network connects everything. Everyone buffs. Nobody opts out. Resistance is biologically futile.,True,CORE,
bio_m10,Bloom Crawler,Biotitans,Minion,Beast,Common,3,3,3,LAST WORDS,LAST WORDS: ADAPT a random friendly minion.,Dies beautifully. Bioluminescent spores everywhere. And something on your board just grew a new organ.,True,CORE,
bio_m11,Alpha Strain,Biotitans,Minion,Beast,Common,4,4,4,ADAPT,ADAPT.,Top of the gene pool. Bottom of your opponent's priority list. That's a survival error they'll make once.,True,CORE,
bio_m12,Living Bulwark,Biotitans,Minion,Beast,Common,4,3,6,GUARDIAN,GUARDIAN. Gains +1/+1 whenever you play a Beast.,A wall of living tissue. Every Beast you play feeds it another growth cycle. It never stops thickening.,True,CORE,
bio_s7,Biotic Surge,Biotitans,Spell,,Common,4,,,,Give a minion +3/+3 and ADAPT.,MAXIMUM MUTATION. Your 2/2 is now a 5/5 with bioluminescent war-horns. Evolution doesn't do subtle.,True,CORE,
bio_m13,Brood Warden,Biotitans,Minion,Beast,Common,4,3,4,DEPLOY,DEPLOY: Summon two 2/2 Bioforms with ADAPT.,Two hatchlings. Six possible mutations. Your opponent has to guess. They will guess wrong.,True,CORE,
bio_m14,Razormaw Titan,Biotitans,Minion,Beast,Common,5,6,4,"SWIFT, ADAPT",SWIFT. ADAPT.,Fast. Adaptive. Hungry. It evolved legs specifically to chase YOU. Be flattered. Then run.,True,CORE,
bio_m15,Ancient Shellback,Biotitans,Minion,Beast,Common,5,4,7,"GUARDIAN, LAST WORDS",GUARDIAN. LAST WORDS: Summon a 3/3 Hatchling with GUARDIAN.,Old bioforms don't die quietly. They crack open and something WORSE crawls out.,True,CORE,
bio_s8,Apex Mandate,Biotitans,Spell,,Common,5,,,,Destroy a minion with less Attack than your strongest minion.,Survival of the fittest. YOUR fittest. The food chain has rules and you're enforcing them personally.,True,CORE,
bio_s9,Spawning Call,Biotitans,Spell,,Common,5,,,,Summon a random Beast from your deck. Give it +2/+2 and ADAPT.,You didn't call it. The pheromones did. It's bigger than expected. They always are.,True,CORE,
bio_m16,Titan Wurm,Biotitans,Minion,Beast,Common,6,7,6,ADAPT,ADAPT. Costs (1) less for each Beast you control.,Discounted megafauna. Bulk evolution rates. Three Beasts on board and this costs less than a Spore Sac.,True,CORE,
bio_s10,Bioamplify,Biotitans,Spell,,Common,6,,,,Give all friendly Beasts +3/+3 and ADAPT.,MASS MUTATION EVENT. Everything grows. Everything adapts. Your opponent's board just became the food.,True,CORE,
bio_m17,Megafauna Prime,Biotitans,Minion,Beast,Common,7,8,8,"ADAPT, ADAPT",ADAPT. ADAPT. (Choose 2 bonuses.),Eight tons of bio-engineered whatever-it-wants-to-be. It hasn't decided yet. That's the terrifying part.,True,CORE,
bio_s11,Extinction Pulse,Biotitans,Spell,,Common,7,,,,Destroy all minions with 4 or less Attack. Your Beasts have +4/+4 for the rest of the game.,The weak get culled. The strong get STRONGER. Biotitans don't hand out participation genomes.,True,CORE,
bio_m18,Gestation Pod,Biotitans,Minion,Beast,Common,2,0,3,LAST WORDS,LAST WORDS: Summon a random Beast that costs (4) or less.,What's incubating? Nobody knows. That's the fun part. And also the screaming-when-it-hatches part.,True,CORE,
bio_st1,Spawning Grounds,Biotitans,Structure,,Common,3,,,,Your Beasts have +1/+1.,Rich in nutrients. Rich in mutations. Everything that grows here grows WRONG. Beautifully wrong.,True,CORE,
bio_s12,Evolutionary Leap,Biotitans,Spell,,Rare,3,,,,Destroy a friendly minion. Summon a random minion that costs (2) more from your deck.,Sacrifice the current model. Upgrade to the next. Your 2-drop just became a 4-drop with anger issues.,True,CORE,
bio_m19,Hive Matriarch,Biotitans,Minion,Beast,Rare,5,4,5,DEPLOY,DEPLOY: Fill your board with 1/1 Sporlings. They all ADAPT.,One matriarch. A board of drones. Every one mutates differently. Enjoy predicting THAT.,True,CORE,
bio_m20,Broodmother Rex,Biotitans,Minion,Beast,Rare,6,5,6,,"Whenever this minion survives damage, summon a 3/3 Bioform with ADAPT.",Hit it. Go ahead. See what hatches. Every wound spawns something nastier. Damage is just fertilizer.,True,CORE,
bio_st2,Incubation Vat,Biotitans,Structure,,Rare,4,,,,Start of Turn: Give a random friendly Beast ADAPT.,Drip. Drip. Mutate. The vat never stops cycling. Your Beasts never stop growing. That's the Biotitan way.,True,CORE,
bio_s13,Mutagenic Spores,Biotitans,Spell,,Rare,2,,,,Give a minion ADAPT three times. (Choose 3 bonuses.),"Triple mutation. Triple horror. Your 1/1 Sporling just became a 4/4 with LETHAL, SWIFT, and an existential crisis.",True,CORE,
bio_m21,Cloaked Ambusher,Biotitans,Minion,Beast,Rare,4,5,3,"CLOAK, ADAPT",CLOAK. ADAPT.,Chromatophore camouflage AND pre-strike mutation. Invisible AND evolved. You're already eaten.,True,CORE,
bio_m22,Titan Egg,Biotitans,Minion,Beast,Rare,3,0,5,LAST WORDS,LAST WORDS: Summon a random Beast that costs (7) or more from your deck.,Five health of bio-shell protecting something ENORMOUS. Crack it at your own risk.,True,CORE,
bio_s14,Apex Genome,Biotitans,Spell,,Rare,5,,,,"Give a Beast +5/+5 and ADAPT. It gains ""Can't be targeted by spells.""",Perfect DNA. Perfect organism. Spell-proof hide. The Biotitan lab's proudest creation.,True,CORE,
bio_m23,Packmaster Strain,Biotitans,Minion,,Rare,4,3,4,,Your Beasts have +1 Attack. Your ADAPT choices always include +3 Attack.,Teaches one genetic lesson: HIT HARDER. Final exam is your opponent's face. 100% lethality rate.,True,CORE,
bio_s15,Symbiotic Transfer,Biotitans,Spell,,Rare,3,,,,Choose a friendly minion. Give ALL other friendly minions its keywords.,Sharing is caring. Sharing LETHAL across your entire board is a WAR CRIME in fourteen star systems.,True,CORE,
bio_m24,Ancient Bioform,Biotitans,Minion,Beast,Rare,7,6,8,"ADAPT, ADAPT, DEPLOY",ADAPT. ADAPT. DEPLOY: Give all friendly Beasts +2/+2.,Seven million growth cycles of evolution compressed into one card. It remembers being a microbe. It's not going back.,True,CORE,
bio_s16,Consume,Biotitans,Spell,,Rare,4,,,,Destroy a minion. Give its Attack and Health to a friendly Beast.,You are what you eat. And you just ate a 7/7. Burp. You're a 9/9 now. The food chain works.,True,CORE,
bio_m25,Phaseshift Predator,Biotitans,Minion,Beast,Rare,5,5,4,"CLOAK, LETHAL",CLOAK. LETHAL.,Phase-shifted cellular structure makes it invisible. Bio-toxin payload makes it lethal. Very organized killer.,True,CORE,
bio_s17,Regeneration Cocoon,Biotitans,Spell,,Rare,3,,,,"Give a minion ""At end of turn, restore this minion to full Health."" Lasts 3 turns.",Three turns of biological immortality. Hit it all you want. It heals. Every. Single. Time.,True,CORE,
bio_st3,Primordial Vat,Biotitans,Structure,,Rare,5,,,,"Whenever you play a Beast, give it ADAPT. Your Beasts cost (1) less.",Everything that enters the vat exits different. Bigger. Weirder. With more appendages. Always more appendages.,True,CORE,
bio_s18,Bio-Ambush,Biotitans,Spell,,Rare,2,,,,Summon a 3/3 Bioform with ADAPT and CLOAK.,Something just materialized on your board. Your opponent can't see it. Its thermal signature says 'hungry.',True,CORE,
bio_s19,Swarm Burst,Biotitans,Spell,,Rare,4,,,,Summon three 2/2 Sporlings. Give each one ADAPT.,Three little problems. Three random mutations. Your opponent just developed a swarm phobia.,True,CORE,
bio_s20,Adrenaline Spike,Biotitans,Spell,,Rare,3,,,,Choose one: Give a Beast +4/+0 and SWIFT; or Give a Beast +0/+4 and GUARDIAN.,Fight or fortify. The Biotitans only have two glandular settings and both ruin someone's day.,True,CORE,
bio_m26,Parasitic Crawler,Biotitans,Minion,Beast,Rare,3,2,2,DEPLOY,"DEPLOY: Steal +2/+2 from an enemy minion. (It loses, you gain.)",Latches on. Drains biomass. Grows larger. The galaxy's worst parasite and the Biotitans' BEST employee.,True,CORE,
bio_s21,Adaptive Plating,Biotitans,Spell,,Rare,5,,,,"Give a friendly Beast ADAPT twice. Whenever it takes damage this turn, ADAPT again.","The more you hurt it, the more it evolves. Go ahead. Make it angry. See what grows out of the wound.",True,CORE,
bio_s22,PRIMORDIAL OOZE,Biotitans,Spell,,Epic,1,,,,Summon a random 1-cost Beast. ADAPT it. Then ADAPT it again. Then ADAPT it AGAIN.,One mana. One random microbe. THREE forced mutations. It started as bacteria. It's now a 4/4 with LETHAL and wings. Speed-run speciation.,True,CORE,
bio_s23,FORCED EVOLUTION,Biotitans,Spell,,Epic,3,,,,Transform ALL friendly minions into random minions that cost (2) more. ADAPT each one.,Your entire board just jumped two tiers on the food chain and grew spines. Literal spines. Everyone has spines now. The lab is pleased.,True,CORE,
bio_m27,APEX CHIMERA,Biotitans,Minion,Beast,Epic,5,4,4,DEPLOY,DEPLOY: Gain the keywords of ALL other friendly Beasts. ADAPT twice.,"Gene-spliced from every organism on your board. It doesn't join the pack. It BECOMES the pack. Every keyword, absorbed. Then two more mutations because the Biotitans believe in excess.",True,CORE,
bio_st4,GENESIS CRADLE,Biotitans,Structure,,Epic,4,,,,"Whenever a friendly Beast dies, summon a random Beast that costs (1) more and ADAPT it.",Kill a 2-drop. A 3-drop hatches. Kill that. A 4-drop hatches. Kill THAT. You're beginning to see the problem. The Cradle never stops upgrading the dead.,True,CORE,
bio_m28,EXTINCTION SURVIVOR,Biotitans,Minion,Beast,Epic,7,5,5,LAST WORDS,LAST WORDS: Resummon this minion with ADAPT three times. (Can trigger up to 3 times.),Killed it once. It came back with armor. Killed it twice. It came back with LETHAL. Third time? It came back with a biological VENDETTA. Fourth time is the charm. Maybe.,True,CORE,
bio_m29,WORLDEATER HYDRA,Biotitans,Minion,Beast,Legendary,8,8,8,"ADAPT, ADAPT, ADAPT","ADAPT. ADAPT. ADAPT. (Choose 3 bonuses.) Whenever this survives damage, ADAPT again.",Three heads. Each one evolves independently. Each one hates you independently. Hit it and it grows a FOURTH head. The Biotitans' masterwork. Their magnum opus of teeth.,True,CORE,
bio_m30,WORLDSHAPER THORNA,Biotitans,Minion,,Legendary,9,8,8,DEPLOY,"DEPLOY: Give ALL friendly minions ADAPT three times. For the rest of the game, your Beasts have +2/+2 and ADAPT when played.",Chief Biogineer. She shaped an entire world's ecosystem from scratch. Then reshaped it because the first draft wasn't VIOLENT enough.,True,CORE,
bio_m31,THE LIVING PLANET,Biotitans,Minion,Beast,Legendary,10,10,10,"GUARDIAN, ADAPT, ADAPT, LAST WORDS",GUARDIAN. ADAPT. ADAPT. LAST WORDS: Summon five 5/5 Bioforms with ADAPT.,It IS the biosphere. The forests are its hair. The oceans are its blood. Kill it and five entire ecosystems crawl out for revenge.,True,CORE,
bio_m32,GENE-ARCHON VEXXIS,Biotitans,Minion,,Legendary,4,2,6,DEPLOY,"DEPLOY: For the rest of the game, whenever ANY minion is played, ADAPT it. (Yes. Even your opponent's.)",He mutated everything. His lab. His specimens. His breakfast. Now he's mutating the ENTIRE MATCH. Both sides. He doesn't care whose board it is. It's all data. It's all SCIENCE.,True,CORE,
bio_m33,THE FIRST ORGANISM,Biotitans,Minion,Beast,Legendary,6,5,5,"ADAPT, ADAPT, ADAPT, ADAPT",ADAPT four times. (Choose 4 bonuses.) Costs (1) less for each different keyword among your Beasts.,"The original genome. The ancestor strand. Everything that crawls, flies, bites, or oozes evolved from THIS. Four adaptations. Potentially free. The food chain starts here and it ends with your opponent.",True,CORE,
