id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
cog_maintenance_drone,Maintenance Drone,Cogsmiths,Minion,Mech,Common,3,2,4,Deploy,Give a minion +1/+1,It fixes things. Don't ask how.,True,CORE,
cog_turret_deployer,Turret Deployer,Cogsmiths,Minion,,Common,4,3,5,"Blitz, Deploy",Summon a 2/2 Mech Turret with GUARDIAN,Some assembly required. Batteries not included.,True,CORE,
cog_circuit_breaker,Circuit Breaker,Cogsmiths,Minion,Mech,Common,4,4,4,"Barrier, Deploy",Draw a card,Have you tried turning it off and never turning it back on?,True,CORE,
cog_power_core,Power Core,Cogsmiths,Spell,,Common,4,,,,"Draw 2 cards. If you control a Mech, draw 3 instead",It's not a battery. It's a POWER CORE. Huge difference.,True,CORE,
cog_steel_rampart,Steel Rampart,Cogsmiths,Minion,Mech,Common,4,2,8,"Double Strike, Swift, Deploy",GUARDIAN. Gain +3/+3,They shall not pass. Mostly because it's blocking the door.,True,CORE,
cog_furnace_golem,Furnace Golem,Cogsmiths,Minion,Mech,Common,5,5,5,"Drain, Deploy",Gain BARRIER and +2/+2,"Runs a little hot. Okay, a LOT hot.",True,CORE,
cog_cranky_mechanic,Cranky Mechanic,Cogsmiths,Minion,,Common,5,4,6,"Swift, Deploy",Deal 2 damage to a random enemy,Touch my wrench and I'll touch your face.,True,CORE,
cog_prototype_alpha,Prototype Alpha,Cogsmiths,Minion,Mech,Common,5,4,5,"Guardian, Deploy",Draw a card,Version 1.0. Known bugs: all of them.,True,CORE,
cog_iron_curtain,Iron Curtain,Cogsmiths,Spell,,Common,5,0,3,Guardian,Give all friendly minions +0/+3 and GUARDIAN,Privacy policy: nobody gets through.,True,CORE,
cog_chrome_charger,Chrome Charger,Cogsmiths,Minion,Mech,Common,6,6,6,Drain,Deal 3 damage to a random enemy,0 to 60 in 0. Just... 0.,True,CORE,
cog_bronze_colossus,Bronze Colossus,Cogsmiths,Minion,Mech,Common,6,5,8,"Drain, Barrier, Deploy",Deal 3 damage to a random enemy,Big. Bronze. Beautiful.,True,CORE,
cog_war_machine,War Machine,Cogsmiths,Minion,Mech,Common,7,7,7,"Blitz, Deploy",SWIFT. Deal 3 damage to all enemy minions,Diplomacy was never an option.,True,CORE,
cog_exhaust_cannon,Exhaust Cannon,Cogsmiths,Spell,,Common,7,,,,Deal 4 damage to all enemies. Deal 2 more for each Mech you control,Fire EVERYTHING.,True,CORE,
cog_titanium_fortress,Titanium Fortress,Cogsmiths,Minion,Mech,Common,8,4,13,"Barrier, Double Strike, Deploy",Deal 4 damage to a random enemy,Not going anywhere. Ever.,True,CORE,
cog_scrapyard_salvager,Scrapyard Salvager,Cogsmiths,Minion,Mech,Common,2,3,2,"Barrier, Deploy",(Draw a card.),Trash day is payday.,True,CORE,
cog_gear_master,Gear Master,Cogsmiths,Minion,,Rare,4,3,6,Deploy,Give a minion +1/+1,He doesn't build Mechs. He raises them.,True,CORE,
cog_assembly_foreman,Assembly Foreman,Cogsmiths,Minion,,Rare,3,2,5,Deploy,"After you play a Mech, give it +1/+1",Inspection passed. Barely.,True,CORE,
cog_overclocked_engine,Overclocked Engine,Cogsmiths,Minion,Mech,Rare,5,4,7,"Swift, Guardian, Deploy",Deal 2 damage to a random enemy,"The warranty is void. So, so void.",True,CORE,
cog_reclamation_bay,Reclamation Bay,Cogsmiths,Structure,,Rare,3,,,Deploy,Draw a card,Nothing stays dead on Mechronis. Just more expensive.,True,CORE,
cog_chromatic_alloy,Chromatic Alloy,Cogsmiths,Spell,,Rare,2,1,1,,Give a Mech +1/+1 for each other Mech you control,Strength in numbers. Literally.,True,CORE,
cog_titan_assembler,Titan Assembler,Cogsmiths,Minion,,Rare,6,5,6,"Swift, Deploy",Draw a card,"CTRL+C, CTRL+V, CTRL+DOMINATE.",True,CORE,
cog_emergency_protocol,Emergency Protocol,Cogsmiths,Spell,,Rare,4,,,Barrier,Give all friendly Mechs BARRIER and +2 Health,"SHIELDS UP! I repeat, SHIELDS UP!",True,CORE,
cog_tesla_coil,Tesla Coil,Cogsmiths,Structure,,Rare,5,,,Deploy,Deal 2 damage to a random enemy,Zap. Zap. Zap. Zap. Zap.,True,CORE,
cog_salvage_operative,Salvage Operative,Cogsmiths,Minion,Mech,Rare,4,3,4,"Swift, Drain, Deploy",Summon a 3/3 Cog-Bot,"Dies, draws, deploys. Efficiency!",True,CORE,
cog_galvanize,Galvanize,Cogsmiths,Spell,,Rare,6,3,3,Swift,Give all friendly Mechs +3/+3 and SWIFT,LET'S. GO.,True,CORE,
cog_ironclad_behemoth,Ironclad Behemoth,Cogsmiths,Minion,Mech,Rare,7,7,8,"Double Strike, Lethal, Deploy",Deal 3 damage to a random enemy,The immovable object AND the unstoppable force.,True,CORE,
cog_upgrade_station,Upgrade Station,Cogsmiths,Structure,,Rare,3,,,Deploy,Deal 3 damage to a random enemy,Now with express checkout!,True,CORE,
cog_disassemble,Disassemble,Cogsmiths,Spell,,Rare,5,,,,"Destroy a minion. If it was a Mech, summon two 3/3 Cog-Bots",Deconstructive criticism.,True,CORE,
cog_arc_welder,Arc Welder,Cogsmiths,Minion,Mech,Rare,6,4,5,"Barrier, Deploy",Deal damage equal to the number of Mechs you control to all enemies,She welds arcs. And faces.,True,CORE,
cog_mech_fabricator,Mech Fabricator,Cogsmiths,Minion,Mech,Rare,7,4,9,"Guardian, Deploy",Deal 3 damage to a random enemy,Loading... loading... loading... done!,True,CORE,
cog_clockwork_leviathan,CLOCKWORK LEVIATHAN,Cogsmiths,Minion,Mech,Epic,8,6,9,"Drain, Deploy, Blitz, Barrier","GUARDIAN, DOUBLE STRIKE. Your other Mechs have +2/+2 and GUARDIAN.","The gears of war turn slowly, but they crush everything.",True,CORE,
cog_quantum_fabricator,Quantum Fabricator,Cogsmiths,Minion,,Epic,7,5,6,"Guardian, Deploy",Deal 3 damage to a random enemy,Death is just a temporary manufacturing delay.,True,CORE,
cog_perpetual_engine,Perpetual Engine,Cogsmiths,Minion,Mech,Epic,6,3,7,"Drain, Deploy",Deal 3 damage to a random enemy,It runs on nothing. Scientists are baffled.,True,CORE,
cog_the_infinity_coil,THE INFINITY COIL,Cogsmiths,Minion,Mech,Legendary,8,0,9,"Deploy, Swift",Summon a token,Infinite bots. Infinite value. Infinite FUN.,True,CORE,
cog_constructor_supreme,CONSTRUCTOR SUPREME,Cogsmiths,Minion,,Legendary,9,7,8,"Blitz, Deploy, Barrier",Transform all Mechs in your hand and deck into 8/8s. Give them BARRIER,She doesn't build machines. She builds LEGENDS.,True,CORE,
