id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
pyr_flame_geyser,Flame Geyser,Pyroclast,Spell,,Common,3,,,,Deal 2 damage. Summon a 2/1 Ember Elemental,Two for one! Both are on fire.,True,CORE,
pyr_volcanic_shard,Volcanic Shard,Pyroclast,Minion,Elemental,Common,3,2,5,"Drain, Deploy",Deal 2 damage split randomly among all enemies,"Shrapnel. But, like, LAVA shrapnel.",True,CORE,
pyr_fuel_the_flames,Fuel the Flames,Pyroclast,Spell,,Common,3,,,,Your effects deal 2 extra damage this turn. Draw a card,More fuel. MORE. MOOORE.,True,CORE,
pyr_charred_berserker,Charred Berserker,Pyroclast,Minion,,Common,3,5,2,"Guardian, Drain, Deploy",SWIFT. Deal 1 damage to all enemies,Already on fire. Doesn't care.,True,CORE,
pyr_inferno_caller,Inferno Caller,Pyroclast,Minion,,Common,4,4,4,"Lethal, Deploy",Deal 2 damage to two random enemies,Calls fire. Fire picks up EVERY time.,True,CORE,
pyr_blazing_chariot,Blazing Chariot,Pyroclast,Minion,Elemental,Common,4,4,5,"Blitz, Double Strike, Deploy",BLITZ. Deal 2 damage to the enemy Hero,It doesn't stop. It CAN'T stop. It's ON FIRE.,True,CORE,
pyr_wall_of_flame,Wall of Flame,Pyroclast,Spell,,Common,4,,,,Deal 2 damage to all enemies,Some men just want to watch everything burn. This spell is for them.,True,CORE,
pyr_eruption,Eruption,Pyroclast,Spell,,Common,4,,,,Deal 4 damage to a minion. Deal 1 damage to adjacent minions,Collateral damage is the BEST damage.,True,CORE,
pyr_magma_giant,Magma Giant,Pyroclast,Minion,Elemental,Common,5,5,6,"Blitz, Deploy",Deal 3 damage to the enemy Hero,Five tons of angry lava.,True,CORE,
pyr_pyroclastic_flow,Pyroclastic Flow,Pyroclast,Spell,,Common,5,,,,Deal 3 damage to all enemy minions,No escape. No survivors. No refunds.,True,CORE,
pyr_furnace_fiend,Furnace Fiend,Pyroclast,Minion,Elemental,Common,5,4,5,Deploy,"After a friendly minion dies from , gain +2/+2",Feeds on the ashes of friends. It's a lifestyle.,True,CORE,
pyr_rain_of_fire,Rain of Fire,Pyroclast,Spell,,Common,5,,,,Deal 1 damage to all enemies. Repeat for each friendly minion that died this turn,Step 1: Die. Step 2: VENGEANCE.,True,CORE,
pyr_infernal_juggernaut,Infernal Juggernaut,Pyroclast,Minion,Elemental,Common,6,6,6,"Blitz, Lethal, Deploy",SWIFT. Deal 3 damage to all enemies,He IS the catastrophe.,True,CORE,
pyr_hellfire_breath,Hellfire Breath,Pyroclast,Spell,,Common,6,,,,Deal 5 damage to all characters,Fair? No. Fun? ABSOLUTELY.,True,CORE,
pyr_ashen_colossus,Ashen Colossus,Pyroclast,Minion,Elemental,Common,7,7,8,"Double Strike, Deploy",Deal 4 damage to all enemies,"When it falls, civilizations end.",True,CORE,
pyr_doomsday_meteor,Doomsday Meteor,Pyroclast,Spell,,Common,7,,,,Deal 7 damage to a minion and 3 damage to all other enemies,Extinction-level event in card form.,True,CORE,
pyr_kindling,Kindling,Pyroclast,Minion,Elemental,Common,1,1,2,"Swift, Deploy",Deal 2 damage to the enemy Hero,Born to die. And burn.,True,CORE,
pyr_ash_pit,Ash Pit,Pyroclast,Structure,,Common,2,,,Deploy,"Whenever a friendly minion dies, deal 1 damage to the enemy Hero",Everything returns to ash. Ash returns to the face.,True,CORE,
pyr_flamecaller_disciple,Flamecaller Disciple,Pyroclast,Minion,,Rare,3,3,4,Deploy,Draw a card,Teacher says always add more fire.,True,CORE,
pyr_volcanic_ritual,Volcanic Ritual,Pyroclast,Spell,,Rare,4,,,,Destroy a friendly minion. Deal damage equal to its Attack to all enemies,Sacrifice accepted. Explosively.,True,CORE,
pyr_inferno_engine,Inferno Engine,Pyroclast,Minion,Mech,Rare,5,4,6,Deploy,"Whenever a friendly minion with dies, summon a 3/2 Flame Elemental with Deal 1 damage to the enemy Hero",The fire never ends. It just changes shape.,True,CORE,
pyr_pyromaniac,Pyromaniac,Pyroclast,Minion,,Rare,2,2,4,Deploy,"Whenever you deal damage to the enemy Hero with a spell, gain +1/+1",Some people have hobbies. His is arson.,True,CORE,
pyr_backdraft,Backdraft,Pyroclast,Spell,,Rare,3,,,,"Deal 4 damage to a minion. If it dies, deal 4 damage to the enemy Hero",Knock knock. WHO'S THERE? Fire.,True,CORE,
pyr_living_bomb,Living Bomb,Pyroclast,Minion,,Rare,3,0,5,"Drain, Double Strike, Deploy",GUARDIAN. Deal 4 damage to ALL characters,"Please don't hit me. Actually, PLEASE hit me.",True,CORE,
pyr_cinder_storm,Cinder Storm,Pyroclast,Spell,,Rare,5,,,,Deal 8 damage randomly split among all enemies,Eight fireballs enter. Nobody leaves.,True,CORE,
pyr_forge_of_ignaros,Forge of Ignaros,Pyroclast,Structure,,Rare,4,,,Deploy,Start of Turn: Deal 2 damage to the enemy Hero,It forges swords. Out of hatred. And fire.,True,CORE,
pyr_kamikaze_construct,Kamikaze Construct,Pyroclast,Minion,,Rare,4,7,2,"Swift, Double Strike, Deploy",BLITZ. Deal 3 damage to all enemies,Its first mission is always its last. Worth it.,True,CORE,
pyr_smoldering_remains,Smoldering Remains,Pyroclast,Spell,,Rare,2,,,,Deal 3 damage to a random enemy,They come back. Briefly. Violently.,True,CORE,
pyr_firestorm_drake,Firestorm Drake,Pyroclast,Minion,Elemental,Rare,6,5,6,"Double Strike, Swift, Deploy","SWIFT. Deal 3 damage to a minion. If it dies, deal excess to the enemy Hero",Breathes fire. Eats fire. IS fire.,True,CORE,
pyr_volcanic_heart,Volcanic Heart,Pyroclast,Spell,,Rare,4,,,,"Give a minion ""Deal damage equal to this minion's Attack to all enemies.""","Here. Hold this. Now die, please.",True,CORE,
pyr_emberstrike_assassin,Emberstrike Assassin,Pyroclast,Minion,,Rare,3,4,2,"Double Strike, Guardian, Deploy",CLOAK. Deal 3 damage to the enemy Hero,You won't see it coming. You WILL feel it burning.,True,CORE,
pyr_molten_armor,Molten Armor,Pyroclast,Spell,,Rare,3,2,2,,"Give a minion +2/+2 and ""Deal 3 damage to the minion that killed this.""",Warning: Do NOT hug the wearer.,True,CORE,
pyr_infernal_pact,Infernal Pact,Pyroclast,Structure,,Rare,5,,,Deploy,"Whenever you deal damage to the enemy Hero on your turn, deal 1 additional damage",Sign here. In fire. WITH fire.,True,CORE,
pyr_magma_tyrant,MAGMA TYRANT,Pyroclast,Minion,Elemental,Epic,7,7,7,"Double Strike, Deploy, Barrier","BARRIER. When ANY minion dies, deal 3 damage to all enemies. IMMOLATE: Deal 8 damage to all enemies.",He doesn't erupt. He DECIDES to erupt.,True,CORE,
pyr_supernova,Supernova,Pyroclast,Spell,,Epic,8,,,,Destroy ALL minions. Deal damage to the enemy Hero equal to the number of minions destroyed,The ultimate rage quit. In card form.,True,CORE,
pyr_doomfire_sentinel,Doomfire Sentinel,Pyroclast,Minion,Elemental,Epic,6,5,6,"Barrier, Deploy","BLITZ. Whenever this attacks and kills a minion, deal its Attack as damage to the enemy Hero",Kills you. Then kills your boss. With your corpse.,True,CORE,
pyr_phoenix_eternus,PHOENIX ETERNUS,Pyroclast,Minion,Elemental,Legendary,6,5,6,"Swift, Deploy, Guardian, Blitz","BARRIER, SWIFT. LAST WORDS: Return to play with full Health and +3/+3. Costs (0).",Death is not the end. It's the WARMUP.,True,CORE,
pyr_ashyr_the_world_burner,"ASHYR, THE WORLD BURNER",Pyroclast,Minion,,Legendary,8,6,7,"Blitz, Guardian, Deploy",Deal 3 damage to all enemy minions,Ignaros had one rule: burn everything. Ashyr added a second: burn it AGAIN.,True,CORE,
